,make,model,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province
485,44,213,18990,0,2014.0,137000,170.0,5,0,2592,23,False,29
486,29,288,7990,0,2007.0,304224,116.0,4,1,881,22,True,45
487,46,263,23900,4,2019.0,23179,136.0,5,0,2526,22,True,29
488,44,217,21990,0,2016.0,95000,136.0,4,0,1577,17,True,18
489,69,377,1800,4,2001.0,220000,105.0,5,1,1577,1,False,42
490,7,687,15000,0,2014.0,80000,143.0,5,1,2592,10,False,7
491,54,205,24990,4,2006.0,94000,245.0,3,0,2592,16,True,29
492,51,5,7500,4,2016.0,78700,82.0,5,1,2592,11,True,36
493,50,802,16446,0,2017.0,92000,120.0,4,1,881,10,True,7
494,49,425,8999,4,2012.0,90000,117.0,5,1,881,22,True,7
495,50,802,7999,0,2009.0,250000,146.0,4,1,2592,17,False,2
497,69,759,17700,0,2016.0,41736,110.0,5,0,1577,12,True,39
498,60,730,19950,0,2016.0,80000,150.0,5,0,823,29,True,39
500,59,475,17405,4,2019.0,23100,150.0,5,1,3062,10,True,7
503,7,690,19900,0,2016.0,100000,150.0,5,0,2593,54,True,29
504,7,691,14800,0,2008.0,124900,197.0,2,1,2592,17,True,8
505,64,428,4700,4,2004.0,169000,80.0,3,1,869,11,True,25
507,26,867,9990,0,2015.0,65400,110.0,5,1,2592,31,True,39
508,7,693,23990,4,2013.0,110951,306.0,4,0,2801,24,True,41
509,55,530,14800,0,2017.0,106478,110.0,5,1,881,13,True,16
511,7,692,34900,0,2016.0,14000,190.0,2,0,1540,8,False,29
512,69,770,13500,4,1991.0,100000,110.0,4,1,1577,6,False,25
513,55,239,16300,0,2020.0,4500,85.0,5,1,881,20,True,6
514,33,544,16700,5,2017.0,82433,141.0,5,0,3418,33,True,7
515,49,425,13900,4,2019.0,9719,112.0,5,1,2956,15,True,29
516,50,121,11900,0,2018.0,53744,110.0,5,1,1514,32,True,45
517,44,215,67990,4,2016.0,2550,457.0,2,0,1247,39,True,44
518,21,561,1300,4,2003.0,180000,60.0,5,1,1577,0,False,29
520,67,131,8800,4,2017.0,55750,69.0,5,1,640,16,True,17
521,67,639,16400,0,2014.0,179943,150.0,5,0,3071,33,True,39
522,49,508,4500,4,2005.0,58000,80.0,3,1,1577,12,False,7
524,7,692,28900,0,2017.0,36000,190.0,2,0,881,5,False,32
525,7,689,16500,0,2016.0,76029,150.0,5,1,816,14,True,29
526,19,282,37899,0,2019.0,28,180.0,5,0,2592,37,True,50
527,55,436,19400,4,2019.0,50667,140.0,5,1,295,50,True,18
528,69,377,10900,0,2011.0,224000,170.0,5,1,881,9,False,29
529,4,91,16990,0,2012.0,319116,245.0,5,0,295,17,True,2
530,44,215,19950,0,2017.0,159000,170.0,5,0,2592,1,True,33
531,21,755,12500,0,2019.0,18900,95.0,4,1,1577,16,True,21
532,61,861,26920,1,2020.0,1,82.0,3,0,2592,21,True,29
534,44,213,29900,0,2020.0,5662,116.0,5,0,2864,11,True,24
535,70,821,29670,0,2016.0,103594,235.0,5,0,2295,54,True,8
536,50,121,2000,4,2005.0,185200,147.0,2,1,295,10,False,49
537,46,484,6999,4,2001.0,124000,115.0,3,1,2592,18,True,7
538,69,427,6000,0,2011.0,176000,105.0,4,1,295,4,False,29
539,67,125,16000,5,2018.0,49034,136.0,5,0,881,26,True,29
542,51,643,19900,0,2018.0,38207,100.0,5,1,2503,41,True,9
543,69,120,40490,0,2020.0,12275,240.0,5,0,97,20,True,7
544,51,40,18950,0,2020.0,10,130.0,5,1,881,21,True,7
546,55,530,12900,0,2016.0,67344,110.0,5,1,295,23,True,29
548,11,155,500,4,2007.0,120000,90.0,5,1,1577,5,False,25
549,46,484,4900,4,2005.0,149000,90.0,3,1,3421,8,False,14
550,44,237,33700,0,2018.0,47478,163.0,4,0,1577,9,False,27
551,11,383,13100,0,2016.0,98512,120.0,5,1,1409,21,True,19
554,33,588,26890,4,2020.0,20,140.0,5,1,881,12,True,24
556,69,377,14900,4,2018.0,82765,110.0,5,1,881,28,True,39
557,36,633,28950,0,2017.0,46596,180.0,5,1,295,26,True,7
558,8,315,21800,4,2007.0,114000,409.0,5,0,881,22,True,29
559,26,868,11700,0,2013.0,116345,136.0,4,0,891,24,True,29
560,44,214,12900,0,2013.0,110000,109.0,5,1,295,1,True,2
561,69,770,19970,0,2018.0,114600,102.0,4,1,881,24,True,45
562,69,565,2400,0,2003.0,329959,130.0,4,1,1577,32,True,29
563,54,203,54999,0,2016.0,93000,262.0,5,0,2735,37,True,45
564,69,377,5300,0,2004.0,73000,105.0,3,1,3062,32,False,49
565,7,691,14900,0,2008.0,189000,197.0,2,0,295,19,False,32
566,49,537,24800,0,2020.0,6900,120.0,4,1,881,10,True,43
567,50,843,4000,0,2007.0,145000,120.0,5,1,2592,10,True,36
568,55,239,8799,0,2018.0,31113,75.0,5,1,3049,11,True,32
571,7,840,23900,4,2010.0,84600,306.0,2,1,1577,8,False,44
572,11,155,3350,0,2004.0,92050,70.0,5,1,2040,25,True,29
574,22,323,65900,6,2020.0,1,450.0,4,0,2592,10,True,29
575,59,475,9990,0,2013.0,100000,150.0,5,1,881,12,True,25
577,69,759,3599,0,2006.0,260000,105.0,5,1,881,18,True,29
578,7,687,21900,0,2018.0,21009,150.0,5,1,881,10,True,31
579,44,225,43999,4,2019.0,48500,211.0,5,0,1690,54,True,2
580,4,89,20850,0,2016.0,122587,150.0,5,0,29,9,True,29
582,26,864,13750,0,2018.0,18800,90.0,5,1,881,30,True,8
584,33,718,17100,0,2018.0,50116,115.0,5,1,2388,29,True,29
586,59,417,11990,4,2017.0,58456,95.0,5,1,881,23,True,7
587,22,393,23800,0,2020.0,3800,120.0,5,1,1577,22,True,41
588,69,577,13290,4,2018.0,51137,95.0,5,0,196,20,True,7
589,44,215,39990,5,2019.0,11560,184.0,2,0,881,33,True,45
590,44,213,28900,0,2020.0,8063,116.0,5,0,2167,20,True,44
591,26,863,9790,4,2019.0,20267,66.0,5,1,2213,19,True,29
592,59,475,11990,4,2018.0,79000,110.0,5,1,295,36,True,29
593,22,341,2800,0,2007.0,213965,115.0,3,1,1577,8,False,7
594,21,295,7500,0,2017.0,100000,90.0,3,1,881,10,True,45
595,4,89,21990,0,2016.0,108000,190.0,5,0,881,35,True,9
596,44,217,19350,0,2015.0,97000,136.0,5,1,2592,9,True,33
599,11,160,11800,0,2020.0,89500,130.0,5,1,1577,12,True,0
600,47,522,7450,4,2004.0,98000,114.0,5,1,1577,15,True,29
601,69,377,7500,0,2012.0,175000,105.0,5,1,1577,10,True,45
602,22,452,20900,4,2019.0,34000,150.0,5,1,1577,15,True,2
603,9,197,12495,0,2014.0,112409,184.0,5,0,881,35,True,29
604,44,221,14500,0,2010.0,260000,231.0,2,0,881,7,False,21
605,31,823,39900,4,2017.0,47200,340.0,4,0,2592,27,True,47
608,50,845,9499,0,2016.0,149000,136.0,5,1,1577,11,True,44
610,11,160,6500,0,2011.0,140000,112.0,5,1,1577,10,False,39
612,55,530,1500,0,2004.0,297926,120.0,5,0,295,8,False,29
613,27,602,35900,4,2018.0,20500,211.0,2,0,3044,48,True,29
614,21,296,13485,0,2019.0,11018,95.0,5,1,130,27,True,7
615,21,145,3900,4,2010.0,160000,90.0,5,1,881,10,True,29
618,51,5,10500,4,2019.0,21688,72.0,5,1,295,17,True,7
619,51,52,3500,0,2006.0,193000,136.0,4,1,2592,11,True,45
620,69,377,12500,0,2014.0,83078,105.0,5,1,33,23,True,27
621,50,258,7990,4,2017.0,73600,90.0,5,1,295,10,True,42
622,4,88,19900,0,2016.0,48409,110.0,5,1,1416,41,True,50
623,33,848,12910,4,2018.0,26320,100.0,5,1,1882,14,True,29
624,69,377,23999,4,2018.0,105000,245.0,5,0,2592,13,False,29
625,43,502,7990,0,2010.0,93000,109.0,5,1,3062,22,True,0
626,11,166,1200,4,2001.0,210000,143.0,5,1,3421,17,False,6
627,21,337,7999,0,2014.0,34900,75.0,4,1,881,14,True,18
629,59,118,18900,4,2019.0,4000,115.0,5,1,881,22,True,33
630,19,278,38102,1,2021.0,1,136.0,5,0,1577,4,True,7
631,4,89,22300,4,2019.0,50679,150.0,4,0,2660,37,True,29
632,55,239,17200,0,2020.0,3000,115.0,5,1,2592,22,True,44
633,22,341,9400,0,2017.0,105497,120.0,5,1,881,35,True,15
635,69,759,15350,0,2016.0,67000,110.0,5,1,2592,7,True,29
636,67,364,20900,4,2015.0,55200,200.0,2,0,3062,15,True,34
637,7,691,33000,4,2009.0,80000,420.0,2,0,2592,13,False,29
639,44,801,28919,0,2019.0,51285,136.0,4,0,295,20,True,47
640,55,493,14500,0,2016.0,164500,125.0,4,1,881,10,True,29
641,7,811,20600,0,2016.0,87963,150.0,5,1,881,15,True,49
642,4,603,9800,0,2007.0,270000,233.0,5,1,1982,18,True,39
643,70,784,8990,0,2010.0,172000,163.0,5,1,1577,8,True,29
644,69,565,9500,0,2016.0,185000,120.0,5,1,1577,9,True,39
645,49,425,13200,4,2016.0,66000,117.0,5,0,1577,36,True,45
646,60,676,19500,4,2020.0,4269,115.0,5,1,295,27,True,41
647,44,217,27500,4,2018.0,27206,122.0,4,0,881,8,True,3
648,59,475,15650,0,2019.0,24058,115.0,5,1,295,23,True,29
649,22,308,18990,0,2019.0,11400,100.0,5,1,1577,20,True,45
650,62,645,18500,0,2018.0,74605,178.0,5,1,881,33,True,32
651,32,386,31500,0,2016.0,58000,190.0,5,0,2592,25,True,9
652,50,121,11990,0,2015.0,71000,110.0,5,1,1577,32,True,45
653,49,567,8990,0,2007.0,230000,171.0,5,0,2592,25,True,2
655,55,743,17900,4,2017.0,13000,150.0,4,0,2173,1,True,32
656,69,565,14500,0,2016.0,110000,150.0,4,1,2592,10,True,41
657,60,713,9995,0,2017.0,120398,90.0,5,1,217,16,True,23
660,11,162,8000,4,2016.0,32000,82.0,5,1,3421,9,False,6
661,44,225,49990,4,2016.0,68000,367.0,5,0,881,23,True,9
662,55,239,9200,0,2018.0,31113,75.0,5,1,881,11,True,39
663,49,606,17990,0,2018.0,22625,110.0,5,1,881,1,True,15
664,55,530,18500,0,2020.0,3000,115.0,5,1,1592,0,True,29
665,59,475,29900,6,2020.0,17,204.0,5,0,3379,14,True,32
666,22,382,9200,4,2014.0,97000,125.0,5,1,881,8,True,15
667,69,770,13000,0,2007.0,151000,174.0,4,1,881,4,False,15
668,11,160,3990,0,2005.0,147000,110.0,3,1,2592,9,True,49
669,69,677,17199,0,2016.0,64000,150.0,3,1,2592,9,False,29
671,11,383,14900,0,2016.0,99985,120.0,5,1,1577,31,True,32
674,51,40,12990,4,2017.0,93600,130.0,5,1,1577,16,True,45
675,7,694,65990,4,2015.0,28000,560.0,4,0,2592,47,True,29
676,26,100,640,4,2000.0,200000,85.0,5,1,881,4,False,29
677,4,89,14990,0,2015.0,134000,136.0,5,1,295,37,True,29
678,44,213,2390,4,2001.0,185000,82.0,5,1,881,15,True,7
679,26,872,5800,4,2011.0,97000,90.0,5,1,2080,13,True,7
680,54,487,101900,4,2021.0,10,354.0,5,0,2592,19,True,7
681,54,80,21000,4,2003.0,220000,320.0,2,1,1577,27,True,29
682,7,811,26000,0,2017.0,77990,150.0,5,0,1438,4,True,7
683,14,671,10500,4,2018.0,35000,90.0,5,1,881,28,True,7
684,70,821,30500,0,2017.0,142292,235.0,5,0,2592,13,True,7
685,50,104,8300,4,2016.0,46663,87.0,3,1,2444,31,True,7
687,54,487,77499,4,2018.0,34000,400.0,5,0,2592,48,True,29
688,7,691,18900,0,2014.0,138000,184.0,5,0,881,15,True,16
689,26,873,11600,0,2011.0,185000,116.0,5,1,881,7,True,41
690,49,606,8000,0,2012.0,136000,110.0,5,1,881,7,False,42
691,50,104,7300,4,2015.0,116000,115.0,3,1,255,13,True,29
694,51,40,7900,0,2013.0,125000,92.0,5,1,295,8,True,31
695,51,851,29990,1,2020.0,12312,136.0,5,0,497,42,True,29
696,4,90,24139,0,2018.0,165652,190.0,5,0,2592,36,True,45
697,11,166,1799,4,2004.0,110000,117.0,5,1,295,14,True,47
698,67,127,12490,0,2015.0,79000,124.0,4,1,1577,33,True,45
701,55,392,7300,0,2010.0,121025,105.0,5,1,2448,29,True,32
702,50,258,9990,4,2018.0,49269,90.0,5,1,1577,24,True,7
703,54,203,33000,0,2014.0,125000,245.0,5,0,3062,7,False,4
704,26,448,40600,1,2020.0,4000,204.0,5,0,881,15,True,9
705,69,702,2300,0,1997.0,330000,110.0,5,1,1577,20,False,2
707,50,260,31400,1,2020.0,2000,136.0,5,0,2585,6,True,7
708,70,783,17900,0,2017.0,115912,150.0,5,1,1577,54,True,8
709,7,691,28990,4,2010.0,125000,420.0,2,0,295,23,True,47
710,4,88,33890,4,2019.0,14725,150.0,2,0,2689,37,True,29
711,59,122,15900,4,2018.0,79000,115.0,5,1,881,11,True,5
712,11,155,12700,4,2020.0,15000,82.0,5,1,2592,21,True,6
713,69,377,30900,0,2019.0,13480,184.0,5,0,910,17,True,29
714,36,293,22500,0,2016.0,61233,150.0,5,0,1577,11,True,2
715,7,691,15900,0,2014.0,158210,150.0,4,1,1882,12,True,37
717,51,40,17000,4,2019.0,21077,130.0,5,0,2592,54,True,7
718,70,819,19995,0,2017.0,90000,150.0,5,0,2592,20,True,29
719,51,142,19990,0,2017.0,113600,130.0,4,1,1577,25,True,40
720,51,39,900,4,2002.0,320000,138.0,5,1,3421,3,False,25
721,11,156,15900,4,2018.0,31153,110.0,5,1,1731,38,True,47
723,11,156,17970,4,2020.0,2,110.0,5,1,2838,20,True,26
724,69,377,15900,0,2017.0,87741,115.0,5,1,3145,17,True,29
725,60,730,8990,0,2011.0,135000,140.0,5,1,2592,22,True,7
726,26,864,13990,4,2020.0,1,100.0,5,1,3062,15,True,46
728,70,821,5900,0,2005.0,316000,163.0,5,0,1577,9,True,2
731,55,387,5200,0,2003.0,103000,180.0,5,0,1577,28,True,36
735,55,530,3300,0,2006.0,185000,130.0,4,1,2592,12,True,26
736,24,101,3900,4,2004.0,300000,155.0,5,1,1577,23,True,29
737,4,88,10500,0,2013.0,175000,105.0,3,1,295,12,False,16
738,22,335,14990,2,2019.0,8800,75.0,5,1,881,20,True,39
739,7,691,9570,0,2009.0,138153,177.0,5,1,2610,26,True,39
740,11,160,4950,0,2010.0,215000,112.0,5,1,1577,14,True,26
741,26,864,12990,4,2020.0,10000,100.0,5,1,3062,26,True,29
742,51,15,22990,4,2020.0,8058,130.0,5,1,881,15,True,29
743,51,64,12650,0,2013.0,92412,163.0,4,0,1577,1,True,29
744,7,811,12100,0,2014.0,175000,116.0,5,1,1577,6,False,29
745,67,125,8999,0,2014.0,140000,124.0,5,1,881,12,True,29
746,55,680,6700,0,2008.0,37563,130.0,5,1,157,29,True,7
747,44,224,24990,0,2015.0,77000,136.0,5,0,2326,20,True,47
748,69,377,20900,0,2019.0,12500,115.0,5,1,2385,15,True,7
749,69,577,5000,4,2012.0,172000,85.0,5,1,2592,2,False,25
750,14,671,11690,0,2020.0,0,95.0,5,1,473,35,True,29
751,7,691,3200,4,2003.0,215000,170.0,4,1,295,7,False,36
752,7,693,1500,0,2003.0,415000,136.0,4,1,1577,2,False,45
753,7,815,27600,0,2015.0,187000,218.0,5,0,1577,13,False,26
754,62,641,18995,0,2016.0,55000,178.0,5,0,2592,21,True,29
755,33,718,27500,0,2019.0,50561,136.0,5,1,1486,34,True,0
756,7,813,7790,0,2007.0,239000,177.0,5,1,2592,8,True,7
758,33,725,16900,4,2019.0,11400,100.0,5,1,1918,14,True,37
759,7,687,10800,0,2011.0,133000,143.0,2,1,295,15,True,26
760,59,118,15900,4,2019.0,50000,115.0,5,1,1577,28,True,7
761,55,530,500,4,1999.0,167000,110.0,4,1,295,2,False,7
762,21,58,5990,4,2011.0,111000,69.0,3,1,881,13,True,4
763,33,200,14850,0,2018.0,46000,115.0,5,1,1041,5,True,45
766,26,448,39900,1,2020.0,10398,204.0,5,0,255,38,True,5
770,36,345,13990,0,2015.0,187525,150.0,5,1,881,21,True,5
771,69,565,18900,0,2013.0,135000,177.0,5,0,1577,17,True,45
772,7,691,17999,0,2016.0,91103,163.0,5,1,881,16,True,2
774,4,88,16890,0,2016.0,95568,110.0,3,0,881,51,True,29
775,7,692,18450,0,2015.0,85000,143.0,5,1,758,36,True,39
776,3,275,54900,4,2006.0,25000,450.0,2,0,1577,23,True,7
777,44,213,27500,0,2019.0,24808,116.0,5,0,1936,25,True,32
778,51,40,13910,4,2016.0,82000,130.0,5,1,295,1,True,32
779,69,759,5800,0,2008.0,145000,105.0,5,0,1577,3,False,6
781,67,639,19500,5,2016.0,130000,197.0,5,0,2444,40,True,29
782,22,335,6900,0,2016.0,108000,75.0,5,1,881,13,True,39
783,51,64,12900,0,2016.0,94085,150.0,5,1,1221,24,True,29
784,50,516,13990,4,2018.0,67165,140.0,5,1,2592,13,True,36
785,21,755,13900,0,2019.0,13782,95.0,5,1,414,15,True,18
787,1,374,7990,0,2012.0,109000,105.0,5,1,881,18,True,32
788,49,425,7500,4,2012.0,95000,117.0,5,1,1540,5,False,29
789,69,577,2500,0,2002.0,374100,100.0,3,1,1577,13,False,4
790,59,417,3800,0,2003.0,135000,130.0,3,1,1577,5,False,45
791,44,213,71900,4,2020.0,9800,421.0,5,0,2665,21,True,45
793,69,752,34900,0,2019.0,16926,150.0,5,0,1034,35,True,50
794,44,221,69395,4,2018.0,10000,401.0,5,0,1997,19,True,29
795,49,606,11875,0,2013.0,96498,110.0,5,1,881,20,True,45
796,7,687,18190,0,2018.0,32600,116.0,5,1,108,22,True,29
797,49,535,9500,0,2014.0,113300,110.0,5,1,1577,11,False,4
798,7,687,17100,0,2016.0,63000,150.0,3,1,881,2,False,7
799,11,162,9990,0,2014.0,131364,100.0,5,1,1577,1,True,39
800,7,687,11490,0,2013.0,164715,116.0,5,0,881,22,True,12
801,33,552,39900,6,2020.0,5,205.0,4,0,881,10,True,7
802,11,166,3100,0,2008.0,187000,138.0,5,1,1577,9,False,7
803,44,237,8500,0,2001.0,160000,122.0,4,1,2592,14,True,29
804,7,690,18000,0,2015.0,105000,150.0,5,0,108,4,True,7
805,51,20,4000,4,2010.0,97032,75.0,5,1,881,5,False,49
806,7,247,3200,0,2005.0,200000,150.0,3,1,881,14,True,29
808,22,341,1400,4,2003.0,140000,100.0,5,1,1577,3,False,45
809,11,156,17990,4,2020.0,4,110.0,5,1,881,45,True,50
812,44,233,13995,4,2001.0,104000,306.0,2,0,2592,22,True,29
813,21,60,8490,4,2015.0,26000,69.0,2,1,881,19,False,29
814,49,809,34999,4,2021.0,1,160.0,5,0,1577,8,True,7
815,47,98,15000,0,2016.0,82318,114.0,5,1,3421,9,False,5
816,1,8,2890,4,2005.0,130000,105.0,3,1,295,7,True,29
817,32,248,28690,4,2020.0,1,130.0,5,1,986,15,True,29
818,21,755,10900,0,2017.0,72201,95.0,5,1,881,21,True,7
819,11,160,3500,4,2008.0,140000,90.0,5,1,2592,13,True,41
820,26,863,8900,4,2019.0,29800,66.0,5,1,2592,11,True,29
822,69,379,15990,0,2016.0,92000,110.0,5,1,2592,20,True,36
823,51,322,18990,0,2018.0,60000,115.0,4,1,295,47,True,29
824,69,759,7990,0,2011.0,198850,105.0,5,1,881,27,True,7
826,51,15,17400,4,2019.0,28451,130.0,5,0,2592,13,True,45
828,7,691,55000,4,2015.0,50000,431.0,4,0,295,16,False,39
829,7,695,56000,0,2017.0,24118,265.0,4,0,128,10,True,33
830,51,40,16750,4,2019.0,24605,130.0,5,1,881,27,True,7
831,31,824,15990,0,2015.0,138000,200.0,4,0,2592,28,True,45
832,36,634,112900,4,2018.0,33000,550.0,5,0,295,36,True,32
833,49,425,18500,4,2020.0,9388,117.0,5,1,1577,24,True,50
835,50,121,14990,4,2019.0,1,105.0,5,1,2827,39,True,29
837,69,752,37900,0,2019.0,18200,190.0,5,0,1922,25,True,45
839,49,606,25900,4,2020.0,8,160.0,5,0,1036,18,True,1
842,27,601,13950,0,2015.0,135000,170.0,4,0,3460,20,True,44
843,62,645,13700,0,2013.0,132327,155.0,5,0,2673,35,True,7
844,67,125,14900,5,2015.0,52000,136.0,5,0,295,11,True,4
845,33,718,17490,4,2017.0,37000,132.0,5,1,881,42,True,2
846,55,387,7250,0,2009.0,240000,150.0,5,1,1577,5,False,41
847,11,155,1595,0,2005.0,290000,70.0,5,1,881,12,True,29
848,51,33,22490,4,2018.0,19000,130.0,5,1,881,34,True,29
849,7,813,9750,0,2008.0,179024,177.0,5,1,2122,11,True,17
850,44,236,5500,4,1997.0,220000,193.0,2,0,881,42,True,29
851,50,121,8500,0,2014.0,114486,110.0,5,1,2592,16,True,39
852,38,539,24850,5,2017.0,82400,197.0,5,0,1997,9,True,29
853,7,690,21990,0,2016.0,62000,150.0,5,0,2337,22,True,9
854,69,565,4500,0,2010.0,280000,110.0,4,1,1577,7,False,29
855,44,221,27490,0,2014.0,59643,170.0,2,0,881,33,True,32
856,36,633,28800,0,2017.0,66288,150.0,5,1,1997,11,True,17
857,49,455,26400,1,2020.0,9000,150.0,5,0,881,26,True,49
858,36,634,29900,0,2014.0,210000,292.0,5,0,2592,12,True,16
859,21,594,1200,4,1994.0,84940,55.0,5,1,1577,4,False,38
860,55,514,1799,0,2005.0,198000,80.0,5,1,1540,11,True,29
862,44,720,17000,0,2016.0,82000,129.0,4,1,881,16,True,7
863,4,89,22200,4,2019.0,49893,150.0,4,0,2601,43,True,45
865,7,691,33900,0,2019.0,26781,150.0,5,0,236,18,True,49
866,69,677,11900,4,2010.0,121000,210.0,3,1,881,12,True,7
867,24,407,32900,1,2020.0,0,154.0,5,0,525,7,True,29
869,55,239,8799,4,2013.0,82148,90.0,5,1,3062,31,True,39
870,44,221,3600,0,2004.0,280000,177.0,5,1,3421,7,False,2
871,44,213,16790,0,2015.0,95711,136.0,5,1,881,38,True,29
874,51,33,22990,0,2018.0,40865,130.0,5,1,3062,16,True,7
875,7,813,11500,0,2008.0,176000,218.0,5,0,2592,16,True,29
876,22,342,2950,0,2004.0,220000,109.0,5,1,1577,16,True,4
877,55,680,6999,4,2009.0,56000,130.0,5,1,295,13,True,47
878,26,401,4300,0,2008.0,185000,140.0,4,1,881,7,False,42
879,36,635,71000,0,2020.0,14453,300.0,5,0,1503,9,True,29
880,21,755,12900,0,2019.0,11758,95.0,5,1,1577,22,True,8
881,55,239,5499,4,2011.0,61000,75.0,5,1,1540,11,True,32
882,1,373,20400,0,2018.0,91900,150.0,4,0,2592,24,True,36
883,67,463,17500,0,2006.0,176000,166.0,3,1,1540,12,True,33
884,7,816,38200,0,2015.0,97452,258.0,5,0,2954,32,True,29
889,4,88,23000,0,2016.0,59000,150.0,5,1,3062,6,False,29
890,22,517,2600,0,2007.0,250000,155.0,5,1,881,12,True,2
891,7,692,41999,4,2018.0,51800,326.0,5,0,2444,54,True,2
892,21,755,11470,0,2017.0,103016,95.0,4,1,881,33,True,45
893,69,377,14300,0,2015.0,91838,110.0,5,0,2592,11,True,29
894,7,813,7500,0,2006.0,179000,150.0,5,1,3421,12,True,29
895,50,793,1290,4,2000.0,144000,100.0,5,1,1577,9,False,39
896,55,530,16900,0,2018.0,46000,160.0,5,0,295,10,False,7
898,21,679,12500,0,2014.0,121835,90.0,4,1,881,10,True,29
900,44,215,23490,0,2015.0,63300,170.0,4,0,881,31,True,29
901,59,96,4990,0,2007.0,169000,140.0,5,0,1577,12,True,32
903,44,352,28900,4,2020.0,4700,122.0,5,0,3062,26,True,23
904,59,475,29900,6,2020.0,10,204.0,5,1,1576,33,True,49
905,67,835,9500,4,2018.0,55000,69.0,5,1,1577,8,True,6
906,22,767,4990,0,2014.0,155000,90.0,4,1,881,13,True,45
908,44,237,34900,0,2015.0,133000,190.0,4,0,2592,42,True,7
909,29,288,22550,0,2020.0,1,136.0,4,1,881,16,True,7
910,51,620,12900,4,2011.0,79600,156.0,2,0,1577,18,True,7
911,55,239,8900,0,2015.0,90000,90.0,5,1,2921,36,True,0
912,46,484,10500,0,2012.0,80000,112.0,3,1,823,9,True,7
913,70,779,13890,0,2015.0,77000,115.0,5,1,1577,26,True,29
914,26,672,18000,0,2015.0,148000,197.0,5,0,1577,4,False,7
916,67,585,4900,1,2006.0,163000,112.0,5,0,2592,16,True,29
917,50,423,23500,0,2020.0,1,136.0,5,1,1577,11,True,8
918,49,508,2500,4,2006.0,78000,65.0,5,1,3421,8,False,15
919,61,861,8950,4,2010.0,51918,71.0,2,0,1577,4,True,6
920,64,733,4900,0,2009.0,49000,75.0,3,1,881,19,True,7
921,43,504,6899,0,2012.0,256000,129.0,5,1,881,53,True,29
922,44,220,10500,4,2006.0,219000,272.0,4,0,823,8,False,45
924,47,520,6490,0,1997.0,193000,125.0,5,1,295,9,False,45
925,51,38,1750,4,2006.0,161000,110.0,5,1,1577,8,False,2
926,21,294,3499,0,2005.0,160000,120.0,5,1,295,12,True,49
927,22,341,17990,0,2019.0,21500,120.0,5,1,1577,20,True,45
928,26,411,17140,5,2017.0,62725,141.0,5,0,881,10,True,29
929,51,52,2000,4,2004.0,200000,117.0,4,1,295,9,False,34
930,50,245,15500,0,2020.0,5,102.0,5,1,881,15,True,2
931,43,501,16300,4,2020.0,5000,90.0,5,1,1577,9,True,29
932,55,239,16400,0,2020.0,50,85.0,5,1,881,12,True,22
933,44,215,12600,0,2012.0,170234,136.0,4,0,295,6,True,31
934,36,633,26900,0,2016.0,52147,150.0,5,0,1506,46,True,20
935,33,718,22099,4,2017.0,55657,177.0,5,1,2592,37,True,39
937,70,779,11490,4,2013.0,163000,180.0,5,1,2592,34,True,29
938,7,687,18400,0,2018.0,33280,116.0,5,0,881,19,True,34
939,51,33,20900,0,2017.0,58258,120.0,5,1,1057,6,True,47
940,7,691,10250,4,2010.0,81000,143.0,4,1,881,4,False,47
943,7,691,19800,0,2017.0,158000,150.0,4,0,1372,54,True,44
944,44,352,72000,4,2020.0,0,306.0,5,0,2592,18,True,7
945,26,867,7400,0,2012.0,119000,110.0,5,1,2592,5,True,36
946,64,394,8500,4,2012.0,160600,106.0,3,1,3062,4,False,31
947,33,855,27900,1,2020.0,8825,136.0,5,0,881,6,True,17
948,21,58,8995,4,2018.0,35000,69.0,3,1,881,25,True,41
949,7,687,17250,0,2018.0,55437,116.0,5,1,156,7,True,7
950,69,677,19200,4,2017.0,27688,125.0,3,1,881,36,True,39
951,51,40,6800,0,2009.0,173000,110.0,5,1,295,18,True,0
952,55,239,7500,4,1991.0,190000,137.0,3,1,295,3,False,4
953,22,452,17515,0,2017.0,51595,120.0,5,1,2592,18,True,7
954,51,15,13099,4,2018.0,41578,82.0,5,1,1577,27,True,7
956,7,691,14500,0,2014.0,114000,143.0,4,1,881,8,False,45
957,55,239,9450,4,2018.0,48630,90.0,5,1,881,15,True,25
958,7,693,17500,0,2013.0,152500,218.0,4,0,295,20,False,3
959,51,22,7995,0,2015.0,44000,68.0,3,1,881,30,True,32
960,22,335,2390,0,2007.0,218000,68.0,5,1,1577,7,True,47
961,22,335,2000,4,2008.0,167419,80.0,3,1,881,9,False,41
962,51,15,11750,4,2018.0,88912,82.0,5,1,1577,52,True,45
963,4,88,21490,4,2015.0,49990,180.0,5,0,2592,23,True,32
964,51,15,12990,0,2016.0,136092,100.0,5,1,2425,19,True,29
965,4,85,11990,4,2017.0,50000,95.0,5,1,881,15,True,42
967,4,89,10750,0,2011.0,135000,120.0,5,1,881,4,False,17
968,49,606,9490,0,2015.0,198000,110.0,5,1,881,13,True,37
969,44,215,4599,4,2002.0,230000,163.0,4,0,1577,25,True,31
970,49,606,24500,4,2020.0,1,140.0,5,1,2592,32,True,45
972,7,813,41000,0,2019.0,14838,190.0,5,0,881,24,True,32
973,55,847,19900,1,2018.0,13212,88.0,5,0,3248,24,True,25
