,make,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province
16256,CITROEN,11200,Diésel,2020.0,12552,102.0,4,Manual,Gris / Plata,11,True,Barcelona
16257,TOYOTA,19500,Híbrido,2016.0,96380,197.0,5,Automático,Rojo (ROJO),30,True,Barcelona
16259,VOLKSWAGEN,8000,Diésel,2007.0,285000,225.0,5,Automático,Azul,6,False,Las Palmas
16260,NISSAN,16490,Gasolina,2016.0,40602,115.0,5,Automático,Marrón,30,True,Madrid
16261,CITROEN,10950,Diésel,2016.0,131000,100.0,4,Manual,Blanco,19,True,Madrid
16262,JAGUAR,46900,Diésel,2020.0,8000,150.0,5,Automático,Gris / Plata,9,True,Cádiz
16263,ALFA ROMEO,33660,Diésel,2019.0,16119,160.0,5,Automático,Rojo,23,True,Sevilla
16265,VOLVO,45900,Diésel,2019.0,35000,190.0,5,Automático,Crystal White M.(707),40,True,Madrid
16266,VOLKSWAGEN,2300,Diésel,2002.0,161000,75.0,3,Manual,Negro,9,True,Barcelona
16267,PEUGEOT,13990,Gasolina,2019.0,31262,82.0,5,Manual,Gris / Plata,15,True,Girona
16268,FIAT,3950,Diésel,2006.0,12000,110.0,4,Manual,Negro,9,True,Burgos
16269,MITSUBISHI,12700,Gasolina,2014.0,95070,117.0,5,Manual,Blanco,25,True,Valencia
16272,VOLKSWAGEN,19987,Diésel,2019.0,9455,115.0,5,Automático,Blanco (0Q0Q Blanco Puro),17,True,Valencia
16273,BMW,31999,Gasolina,2015.0,120000,245.0,2,Automático,Rojo,54,True,Madrid
16274,PORSCHE,63990,Diésel,2014.0,38000,258.0,5,Automático,Blanco,19,True,Málaga
16275,AUDI,29997,Gasolina,2018.0,55000,150.0,5,Automático,Blanco,4,False,Madrid
16276,CITROEN,9999,Diésel,2016.0,111000,120.0,5,Manual,Gris / Plata (GRIS PLOMO),25,True,Málaga
16278,HYUNDAI,9850,Diésel,2011.0,110000,116.0,5,Manual,Gris / Plata,9,True,Valladolid
16279,BMW,7000,Gasolina,2007.0,135000,170.0,3,Manual,Gris / Plata,7,False,Barcelona
16280,FIAT,4990,Diésel,2009.0,170000,75.0,3,Manual,Blanco,20,True,Las Palmas
16281,MERCEDES-BENZ,34600,Diésel,2017.0,64235,163.0,4,Automático,Gris / Plata (Indio),14,True,Valencia
16282,OPEL,25900,Gasolina,2020.0,5,130.0,5,Automático,Blanco,15,True,Valencia
16283,MAZDA,16000,Gasolina,2017.0,35069,120.0,5,Manual,Gris / Plata,14,False,Tarragona
16284,BMW,6575,Diésel,2008.0,225000,143.0,3,Manual,Blanco,3,False,Valencia
16285,BMW,17400,Eléctrico,2015.0,59870,170.0,5,Automático,Negro (Arravanigrau),23,True,Córdoba
16287,PORSCHE,32499,Diésel,2012.0,127876,245.0,5,Automático,Negro,1,True,Sevilla
16289,SKODA,16900,Gasolina,2020.0,100,95.0,5,Manual,Blanco,54,True,Guipúzcoa
16291,HYUNDAI,22000,Diésel,2016.0,92000,200.0,5,Manual,Blanco,32,True,Valencia
16293,AUDI,36900,Diésel,2020.0,9,136.0,5,Automático,Azul,31,True,Zaragoza
16294,MERCEDES-BENZ,17999,Diésel,2015.0,177000,177.0,5,Automático,Blanco,31,True,Vizcaya
16295,HYUNDAI,4999,Diésel,2008.0,220000,155.0,5,Manual,Negro,15,True,Madrid
16296,LAND-ROVER,9899,Diésel,2005.0,180000,190.0,5,Automático,Granate,18,True,Córdoba
16297,AUDI,29990,Diésel,2015.0,124000,258.0,4,Automático,Azul,24,True,Tenerife
16298,OPEL,10900,Gasolina,2016.0,83300,125.0,5,Manual,Negro,19,True,Valencia
16299,VOLKSWAGEN,14500,Diésel,2015.0,182970,120.0,5,Manual,Gris / Plata,32,True,A Coruña
16300,LAND-ROVER,22900,Diésel,2012.0,185000,256.0,5,Automático,Blanco,18,True,Navarra
16301,SKODA,16900,Diésel,2014.0,161000,184.0,5,Automático,Blanco,12,True,Málaga
16302,SKODA,14990,Diésel,2017.0,74700,116.0,5,Manual,Plata Brillante (metalizado),15,True,Pontevedra
16304,INFINITI,15990,Diésel,2016.0,79917,109.0,5,Manual,Negro,41,True,Madrid
16305,MERCEDES-BENZ,3500,Gasolina,1993.0,220000,109.0,4,Manual,Beige,2,False,Tarragona
16306,SEAT,10950,Diésel,2017.0,72000,115.0,5,Manual,Gris / Plata,24,True,Sevilla
16307,OPEL,15500,Gasolina,2019.0,10653,110.0,5,Manual,Negro,24,True,Barcelona
16309,LAND-ROVER,14800,Gasolina,2005.0,150000,390.0,5,Automático,Azul,33,True,Barcelona
16311,VOLKSWAGEN,22900,Diésel,2018.0,39317,102.0,4,Manual,Blanco (B4B4 Candy Blanco sÃ³lido),25,True,Navarra
16314,AUDI,30900,Diésel,2018.0,16990,150.0,5,Manual,Gris / Plata,36,True,Barcelona
16317,PEUGEOT,21045,Diésel,2020.0,0,130.0,5,Manual,Blanco,27,True,Valencia
16318,BMW,13000,Diésel,2011.0,210000,204.0,5,Automático,Negro,12,False,Álava
16319,PEUGEOT,23490,Diésel,2018.0,53366,130.0,5,Manual,Gris / Plata (ARTENSE),23,True,Madrid
16320,TOYOTA,8990,Híbrido,2012.0,180728,136.0,5,Automático,Negro,23,True,A Coruña
16321,FORD,10990,Diésel,2017.0,129899,120.0,5,Manual,Azul (azul),53,True,Burgos
16322,OPEL,17900,Gasolina,2020.0,4579,100.0,5,Manual,Gris / Plata,38,True,Baleares
16323,KIA,8700,Diésel,2017.0,102535,90.0,5,Manual,Blanco,43,True,Valencia
16324,FORD,25990,Diésel,2018.0,10497,150.0,5,Manual,Gris / Plata,20,True,Barcelona
16325,RENAULT,9500,Diésel,2018.0,70000,90.0,5,Manual,Blanco,34,True,Madrid
16326,AUDI,21600,Gasolina,2019.0,8620,116.0,5,Manual,Blanco (2Y2Y Blanco Glaciar Metalizado),14,True,Asturias
16327,DACIA,7678,Gas licuado (GLP),2017.0,72000,98.0,4,Manual,Blanco,30,True,Madrid
16328,NISSAN,7500,Gasolina,2016.0,100000,80.0,5,Manual,Blanco,32,True,Madrid
16329,FIAT,11450,Gasolina,2019.0,32375,69.0,2,Manual,Blanco,53,True,Valencia
16330,AUDI,18900,Diésel,2016.0,86000,122.0,5,Manual,Marrón,8,True,Cádiz
16331,DACIA,8900,Diésel,2017.0,92500,109.0,5,Manual,Azul,16,True,Sevilla
16332,FIAT,1750,Gasolina,2006.0,132000,95.0,3,Manual,Negro,10,False,Madrid
16333,LAND-ROVER,15900,Diésel,2001.0,189000,122.0,5,Manual,Blanco,13,True,Jaén
16334,FORD,18500,Gasolina,2020.0,6662,125.0,5,Manual,Rojo (ROJO RACE),15,True,Barcelona
16335,VOLKSWAGEN,21000,Diésel,2014.0,50000,184.0,3,Automático,Blanco,3,False,Lleida
16336,VOLVO,18495,Diésel,2015.0,116000,136.0,5,Manual,Blanco,9,False,Cádiz
16337,PEUGEOT,33490,Híbrido enchufable,2020.0,1,225.0,5,Automático,Gris / Plata,25,True,Zaragoza
16338,BMW,6700,Diésel,2006.0,196700,231.0,4,Manual,Gris / Plata,5,False,Castellón
16339,CITROEN,15700,Diésel,2016.0,74000,110.0,4,Manual,Blanco,26,True,Burgos
16340,MITSUBISHI,20900,Gasolina,2018.0,39528,163.0,5,Automático,Gris / Plata (*MOS*),37,True,Valencia
16341,AUDI,8900,Diésel,2012.0,178233,105.0,5,Manual,Gris / Plata,10,True,Lleida
16343,LANCIA,17200,Diésel,2012.0,132986,239.0,4,Automático,Marrón (Marron Caoba),20,True,Vizcaya
16344,VOLKSWAGEN,17250,Diésel,2017.0,139486,115.0,5,Manual,Gris / Plata,15,True,Alicante
16345,FORD,22000,Gasolina,2019.0,22000,182.0,5,Manual,Azul,4,False,Asturias
16346,VOLKSWAGEN,24987,Gasolina,2020.0,15126,150.0,5,Automático,2T2T Negro Profundo(perla),17,True,Valencia
16348,KIA,16900,Gasolina,2018.0,31000,132.0,5,Manual,Blanco,21,True,Huelva
16349,AUDI,7900,Diésel,2011.0,210000,105.0,5,Manual,Negro,17,True,Pontevedra
16350,BMW,8490,Gasolina,2005.0,125000,218.0,4,Automático,Azul,32,True,Valencia
16351,NISSAN,13890,Eléctrico,2016.0,60646,109.0,5,Automático,Blanco,23,True,Madrid
16352,FIAT,4750,Diésel,2012.0,144000,75.0,5,Manual,Blanco (Blanco ),0,True,Las Palmas
16353,JEEP,35500,Diésel,2018.0,77000,200.0,5,Automático,Gris / Plata,14,True,Salamanca
16354,PEUGEOT,5800,Diésel,2012.0,229000,140.0,4,Manual,Negro,9,False,Navarra
16356,BMW,26900,Diésel,2018.0,30000,150.0,5,Automático,Gris / Plata,24,True,Castellón
16357,ISUZU,9000,Diésel,2008.0,90000,136.0,2,Manual,Blanco,11,False,Asturias
16358,BMW,6900,Diésel,2007.0,230000,163.0,4,Automático,Negro,7,False,Madrid
16359,SEAT,6900,Gasolina,2014.0,74000,85.0,5,Manual,Blanco,8,True,Barcelona
16360,MAZDA,15600,Gasolina,2017.0,35090,120.0,5,Manual,Blanco (*ALC*),29,True,Zaragoza
16361,SEAT,5990,Diésel,2012.0,95000,105.0,5,Manual,Gris / Plata,8,True,Valencia
16362,CITROEN,15000,Diésel,2017.0,75000,150.0,4,Manual,Negro,3,False,Madrid
16363,SKODA,25990,Gasolina,2020.0,5,150.0,5,Automático,Azul,14,True,Madrid
16364,TOYOTA,4999,Diésel,2006.0,183000,177.0,5,Manual,Negro,15,True,Albacete
16365,OPEL,5985,Diésel,2015.0,79995,75.0,5,Manual,Blanco,18,True,Las Palmas
16366,MERCEDES-BENZ,78890,Diésel,2019.0,20253,258.0,5,Automático,Gris / Plata (PLATA IRIDIO),20,True,Vizcaya
16367,AUDI,18990,Diésel,2016.0,21000,110.0,5,Manual,Negro,16,True,Valencia
16368,HYUNDAI,21900,Híbrido,2020.0,14995,141.0,5,Automático,Blanco (Tapicería de tela Oceanids Black),26,True,Zaragoza
16369,CHEVROLET,6700,Gasolina,2012.0,76980,124.0,5,Manual,Azul (*ALB*),20,True,Albacete
16370,MERCEDES-BENZ,15099,Diésel,2014.0,84428,109.0,5,Automático,Rojo,19,True,Sevilla
16371,FORD,14190,Gasolina,2019.0,4476,100.0,5,Manual,JKM Rojo RubÃ­ (metalizado especial),28,True,Madrid
16373,RENAULT,1395,Gasolina,1982.0,92000,46.0,5,Manual,Blanco,19,True,Segovia
16375,SANTANA,12000,Diésel,2004.0,81000,125.0,5,Manual,Negro,11,False,Cádiz
16376,OPEL,20900,Gasolina,2019.0,10000,110.0,5,Manual,Blanco Alpino (sólido),14,True,Madrid
16377,VOLKSWAGEN,15295,Diésel,2018.0,40780,102.0,5,Manual,Rojo,48,True,Murcia
16378,SEAT,21140,Diésel,2019.0,10500,150.0,5,Automático,Violeta / Lila,12,True,Toledo
16379,AUDI,37900,Diésel,2020.0,25000,163.0,5,Automático,Gris / Plata,53,True,Madrid
16380,OPEL,11990,Gasolina,2016.0,26500,120.0,5,Manual,Blanco,28,True,Valencia
16381,VOLKSWAGEN,19500,Gasolina,2018.0,42000,150.0,5,Manual,Rojo (G2G2 Rojo Tornado),19,True,Alicante
16382,CITROEN,10500,Gasolina,2018.0,29000,110.0,5,Manual,Rojo,8,True,Baleares
16383,PEUGEOT,15900,Gasolina,2020.0,6297,100.0,5,Manual,Blanco,23,True,Barcelona
16385,AUDI,9200,Gasolina,2008.0,218000,211.0,5,Manual,Rojo,14,True,Barcelona
16386,BMW,9950,Diésel,2005.0,220000,231.0,4,Automático,Azul (OSCURO),8,True,A Coruña
16389,VOLKSWAGEN,1500,Gasolina,1997.0,317000,100.0,3,Manual,Gris / Plata,3,False,Huelva
16390,TOYOTA,20990,Híbrido,2017.0,22450,122.0,5,Automático,Blanco,6,False,Madrid
16391,VOLKSWAGEN,19200,Diésel,2016.0,149742,150.0,5,Automático,Azul,47,True,Sevilla
16392,BMW,4600,Diésel,2005.0,252490,163.0,4,Manual,Beige,8,False,Huelva
16393,AUDI,16500,Diésel,2009.0,245000,170.0,5,Automático,Negro,42,True,Valencia
16396,TOYOTA,4250,Gasolina,2012.0,85000,68.0,5,Manual,Blanco,11,True,Madrid
16397,MERCEDES-BENZ,23900,Diésel,2017.0,24628,136.0,4,Manual,Blanco (BLANCO),11,True,Lugo
16398,BMW,24900,Diésel,2016.0,166000,224.0,4,Automático,Blanco,26,True,Girona
16399,SEAT,7300,Diésel,2016.0,170000,110.0,5,Manual,Rojo,18,True,Barcelona
16400,HYUNDAI,13000,Diésel,2016.0,42000,141.0,4,Manual,Azul,8,False,Madrid
16401,JEEP,16950,Gasolina,2017.0,58000,140.0,5,Automático,Gris / Plata,22,True,Madrid
16402,VOLKSWAGEN,15990,Diésel,2016.0,124112,150.0,5,Manual,Beige,19,True,A Coruña
16403,AUDI,14500,Diésel,2010.0,156000,190.0,5,Automático,Gris / Plata,9,False,Valencia
16404,FORD,12500,Gasolina,2018.0,37000,125.0,5,Automático,Gris / Plata,9,True,Madrid
16405,RENAULT,24495,Gasolina,2019.0,15387,140.0,5,Automático,Gris / Plata (GRIS PLATINO + TECHO NEGRO),25,True,Burgos
16406,CHEVROLET,6399,Diésel,2007.0,197000,150.0,5,Automático,Negro,10,False,Valencia
16407,BMW,11500,Diésel,2012.0,255000,177.0,5,Automático,Marrón,2,False,Las Palmas
16408,HYUNDAI,8900,Gasolina,2018.0,38704,66.0,5,Manual,Rojo,21,True,Barcelona
16410,SKODA,21500,Gasolina,2020.0,7200,150.0,5,Manual,Blanco,30,True,Barcelona
16412,VOLKSWAGEN,20990,Gasolina,2010.0,120000,271.0,3,Manual,Blanco,33,True,Alicante
16414,AUDI,19300,Gasolina,2020.0,9930,95.0,5,Manual,Blanco Glaciar (metalizado)/Techo Negro Mitos,17,True,Madrid
16415,OPEL,2899,Diésel,2006.0,160000,100.0,5,Manual,Gris / Plata,28,True,Madrid
16416,OPEL,19100,Gasolina,2020.0,1,110.0,5,Manual,Blanco Alpino (sólido),21,True,Tarragona
16417,VOLKSWAGEN,6500,Gasolina,2006.0,125000,140.0,5,Manual,Negro,13,True,Albacete
16418,BMW,36100,Diésel,2015.0,78313,258.0,5,Automático,"Azul (A89 Imperialblau, efecto de brillo)",32,True,Barcelona
16419,SUBARU,24980,Gasolina,2019.0,6,114.0,5,Automático,Gris / Plata,21,True,Murcia
16421,CITROEN,8900,Diésel,2015.0,130000,100.0,5,Manual,Gris / Plata,17,True,Jaén
16422,NISSAN,19200,Diésel,2019.0,4535,115.0,5,Manual,326 Blanco (sÃ³lido),26,True,Valencia
16424,MERCEDES-BENZ,23990,Diésel,2016.0,82000,170.0,5,Automático,Gris / Plata,14,True,Cantabria
16425,FIAT,14500,Híbrido,2020.0,6,70.0,3,Manual,Blanco,26,True,Barcelona
16426,CITROEN,4999,Diésel,2008.0,135000,110.0,5,Automático,Negro,9,True,Murcia
16427,OPEL,11500,Diésel,2017.0,103000,120.0,5,Manual,Gris / Plata,7,True,Guipúzcoa
16428,MERCEDES-BENZ,37990,Diésel,2017.0,83708,163.0,5,Automático,Negro,38,True,Valencia
16431,MERCEDES-BENZ,23254,Diésel,2016.0,58835,136.0,5,Automático,Gris / Plata (GRIS MONTAÑA),13,True,Madrid
16432,FIAT,10990,Gasolina,2019.0,35256,69.0,3,Manual,Negro,12,True,Pontevedra
16434,OPEL,7900,Gas licuado (GLP),2015.0,150120,140.0,5,Manual,Gris / Plata,3,False,Navarra
16436,AUDI,12500,Diésel,2009.0,210000,190.0,2,Automático,Verde,7,False,Córdoba
16437,NISSAN,16990,Diésel,2015.0,55000,110.0,5,Manual,Blanco,21,True,Barcelona
16438,KIA,14950,Diésel,2015.0,65410,115.0,5,Manual,Blanco (*PAT*),36,True,Madrid
16439,MERCEDES-BENZ,17950,Diésel,2016.0,150000,170.0,5,Manual,Gris / Plata,26,True,Navarra
16440,TOYOTA,23500,Híbrido,2019.0,5500,180.0,5,Automático,Marrón,8,True,A Coruña
16441,VOLKSWAGEN,14500,Gasolina,2020.0,9948,95.0,5,Manual,Z1Z1 Gris Magnesio (metalizado),14,True,Valencia
16442,MERCEDES-BENZ,36900,Diésel,2017.0,47000,170.0,5,Automático,Negro,16,True,Guipúzcoa
16443,BMW,38500,Diésel,2018.0,8004,190.0,4,Automático,Azul (BLUESTONE),33,True,Badajoz
16444,BMW,18890,Diésel,2016.0,72743,116.0,5,Automático,Gris / Plata,25,True,Madrid
16445,LAND-ROVER,17500,Diésel,2012.0,200000,150.0,5,Manual,Blanco,14,False,Valencia
16446,VOLKSWAGEN,17990,Híbrido enchufable,2015.0,159990,204.0,5,Automático,Azul,37,True,Valencia
16447,VOLKSWAGEN,6999,Diésel,2011.0,315000,140.0,5,Automático,Rojo,20,True,Vizcaya
16448,PEUGEOT,6900,Diésel,2012.0,70000,92.0,5,Manual,Blanco,6,True,Murcia
16449,VOLKSWAGEN,10250,Diésel,2015.0,145489,105.0,5,Manual,Z2Z2 Azul Noche (metalizado),13,True,Zaragoza
16451,AUDI,9990,Diésel,2007.0,220000,240.0,5,Automático,Azul,14,True,Toledo
16452,LANCIA,1800,Gasolina,1994.0,78000,51.0,3,Manual,Azul,8,False,Barcelona
16453,FORD,15600,Diésel,2016.0,23449,120.0,5,Manual,09 Blanco (sÃ³lido),31,True,Barcelona
16456,SKODA,19800,Gas natural (CNG),2019.0,2770,130.0,5,Automático,F6F6 Gris Metal (metalizado),29,True,Las Palmas
16457,TOYOTA,16880,Híbrido,2017.0,164336,122.0,5,Automático,Gris / Plata,35,True,Valencia
16458,MERCEDES-BENZ,5000,Diésel,2003.0,235435,170.0,5,Automático,Negro,0,False,La Rioja
16459,TOYOTA,5000,Gasolina,2001.0,140000,150.0,5,Automático,Gris / Plata,4,False,Girona
16460,MERCEDES-BENZ,35990,Gasolina,2020.0,3000,163.0,5,Automático,Negro,38,True,Madrid
16462,HYUNDAI,9500,Gasolina,2015.0,65000,100.0,5,Manual,Blanco,7,False,Alicante
16463,TOYOTA,7990,Diésel,2014.0,131567,90.0,5,Manual,Blanco,33,True,Madrid
16464,RENAULT,5600,Gasolina,2015.0,93121,75.0,5,Manual,Gris / Plata,15,False,Alicante
16466,SEAT,6250,Gasolina,2012.0,61463,85.0,3,Manual,Negro,7,False,Tarragona
16467,RENAULT,5990,Gasolina,2008.0,117000,110.0,5,Automático,Gris / Plata,19,True,Valladolid
16468,MERCEDES-BENZ,25000,Diésel,2014.0,110000,170.0,5,Manual,Gris / Plata,18,False,Madrid
16469,MAZDA,28500,Diésel,2019.0,12990,150.0,4,Manual,Gris / Plata (PLATA),15,True,Granada
16470,BMW,22999,Diésel,2015.0,132802,258.0,4,Automático,A90 Sophistograu (metalizado),12,True,Málaga
16471,RENAULT,6900,Diésel,2012.0,109000,95.0,5,Manual,Azul,4,True,Murcia
16473,CITROEN,20500,Gasolina,2020.0,0,130.0,5,Manual,Azul (AZUL ICELAND),8,True,Lleida
16474,BMW,44630,Gasolina,2020.0,15,184.0,4,Automático,A83 Glaciersilber (metalizado),16,True,Madrid
16475,CITROEN,2000,Diésel,2005.0,290000,110.0,5,Manual,Gris / Plata,0,False,Ciudad Real
16476,TOYOTA,16500,Híbrido,2016.0,45700,136.0,5,Automático,070 Blanco Perlado (perlado),28,True,Lleida
16477,PEUGEOT,15400,Diésel,2018.0,39111,100.0,5,Manual,Blanco Banquise (opaco),11,True,Vizcaya
16478,PEUGEOT,17800,Diésel,2019.0,47000,130.0,5,Manual,Marrón,12,False,Madrid
16479,PEUGEOT,11800,Diésel,2018.0,62853,100.0,5,Manual,Gris / Plata (GRIS ARTENSE),23,True,Barcelona
16481,BMW,34600,Diésel,2020.0,5,150.0,4,Manual,Negro,4,True,Navarra
16482,MERCEDES-BENZ,19900,Diésel,2014.0,136000,136.0,4,Manual,Blanco,8,False,Madrid
16484,PEUGEOT,5200,Diésel,2013.0,108817,68.0,5,Manual,POWP Blanco Banquise (opaco),7,True,Barcelona
16486,HYUNDAI,8990,Gasolina,2017.0,49000,128.0,4,Automático,Azul,22,True,Las Palmas
16487,RENAULT,9990,Eléctrico,2014.0,27200,88.0,5,Automático,Blanco,32,True,Málaga
16489,OPEL,7000,Diésel,2015.0,113000,75.0,3,Manual,Azul,7,False,Castellón
16490,OPEL,7499,Diésel,2012.0,192000,130.0,5,Automático,Granate,11,True,Sevilla
16491,LAND-ROVER,21500,Diésel,2011.0,150000,245.0,5,Automático,Gris / Plata (GRIS MET.),31,True,Barcelona
16493,FIAT,8995,Diésel,2017.0,85000,95.0,5,Manual,Blanco,20,True,Barcelona
16494,NISSAN,13400,Diésel,2015.0,31502,90.0,4,Manual,Blanco,9,True,Cantabria
16495,SEAT,10490,Gasolina,2018.0,77000,95.0,5,Manual,Blanco,41,True,Málaga
16496,KIA,2975,Diésel,2005.0,182787,144.0,5,Manual,Azul,18,True,Madrid
16497,FORD,17500,Diésel,2016.0,56000,150.0,5,Manual,Blanco,42,True,Barcelona
16499,KIA,13990,Gasolina,2019.0,11000,100.0,5,Manual,Rojo,16,True,Las Palmas
16500,MERCEDES-BENZ,22700,Diésel,2015.0,39509,177.0,4,Automático,Gris / Plata (*ALZ*),34,True,Zaragoza
16501,BMW,16500,Diésel,2012.0,141000,184.0,5,Automático,Blanco,33,True,Castellón
16503,JAGUAR,19990,Diésel,2016.0,109528,180.0,4,Automático,Negro,14,True,Madrid
16505,MERCEDES-BENZ,4950,Diésel,2002.0,195000,170.0,4,Automático,Gris / Plata,19,True,Madrid
16506,OPEL,11900,Gasolina,2017.0,5958,90.0,5,Manual,Blanco,15,True,Girona
16507,RENAULT,8990,Gasolina,2018.0,34000,110.0,5,Manual,Naranja,9,True,Las Palmas
16508,TOYOTA,13990,Diésel,2017.0,99000,112.0,5,Manual,Negro,28,True,Valencia
16509,FORD,15900,Diésel,2018.0,27000,100.0,5,Manual,Negro,12,True,Asturias
16511,MITSUBISHI,9995,Diésel,2014.0,149978,116.0,5,Manual,Rojo,20,True,Tenerife
16513,HONDA,26350,Gasolina,2021.0,1,109.0,5,Automático,Granate,14,True,Valladolid
16514,SEAT,24000,Diésel,2016.0,100000,190.0,5,Automático,Azul,5,False,Zaragoza
16515,VOLKSWAGEN,12990,Diésel,2005.0,240000,174.0,5,Manual,Azul,17,True,Valladolid
16517,AUDI,24800,Diésel,2017.0,60000,150.0,5,Automático,Negro,21,True,Tarragona
16518,MINI,20900,Gasolina,2017.0,28769,192.0,3,Manual,Rojo (*ALI*),38,True,Alicante
16519,FORD,14790,Diésel,2015.0,164840,150.0,4,Manual,Blanco,13,True,Huelva
16520,VOLVO,1600,Gasolina,2002.0,250000,170.0,4,Manual,Gris / Plata,7,False,Murcia
16521,MITSUBISHI,14500,Diésel,2015.0,138662,114.0,5,Manual,Negro,42,True,Badajoz
16522,TOYOTA,26100,Híbrido,2020.0,7000,180.0,5,Automático,Rojo,15,True,Pontevedra
16524,BMW,19800,Diésel,2010.0,324000,177.0,4,Manual,Gris / Plata,9,False,La Rioja
16526,BMW,12990,Gasolina,2013.0,128000,102.0,5,Manual,Negro (negro),9,True,Salamanca
16527,MERCEDES-BENZ,37000,Gasolina,2017.0,23000,245.0,2,Automático,Blanco,10,False,Murcia
16528,BMW,29900,Diésel,2016.0,187348,258.0,5,Automático,300 Alpinweib (sÃ³lido),9,True,Zamora
16529,FORD,10300,Gasolina,2014.0,65000,125.0,5,Manual,Blanco,4,False,Tenerife
16530,PEUGEOT,21145,Diésel,2021.0,0,130.0,5,Manual,Gris / Plata,27,True,Valencia
16531,SEAT,6800,Diésel,2015.0,174000,90.0,5,Manual,Rojo (FUEGO PASION),19,True,Toledo
16532,CITROEN,16890,Diésel,2018.0,46010,95.0,4,Manual,Blanco,36,True,Madrid
16534,BENTLEY,59990,Gasolina,2007.0,84000,560.0,2,Automático,Azul,41,True,Barcelona
16536,MERCEDES-BENZ,36999,Diésel,2019.0,40000,194.0,5,Automático,Blanco (IVA DEDUCIBLE),33,True,Tarragona
16538,VOLKSWAGEN,32500,Gasolina,2019.0,26500,150.0,5,Automático,Gris Indy (metalizado),9,True,Palencia
16539,OPEL,3499,Gasolina,2005.0,172000,100.0,3,Manual,Negro,9,True,Córdoba
16540,TOYOTA,3900,Gasolina,2012.0,156000,68.0,5,Manual,Azul,1,False,Madrid
16542,FORD,11950,Gasolina,2018.0,30000,125.0,5,Automático,Gris / Plata,15,True,Valencia
16543,SEAT,13599,Diésel,2018.0,571,80.0,5,Manual,Blanco,13,True,Madrid
16544,MINI,18950,Gasolina,2017.0,44000,136.0,2,Automático,Azul,6,True,Las Palmas
16546,FORD,8490,Gasolina,2017.0,64000,125.0,5,Manual,Gris / Plata,29,True,Las Palmas
16547,VOLKSWAGEN,13990,Gasolina,2018.0,24000,110.0,5,Manual,Blanco,30,True,Las Palmas
16548,PORSCHE,109900,Gasolina,2018.0,14600,450.0,2,Automático,Gris / Plata,1,True,Barcelona
16549,VOLKSWAGEN,19990,Gasolina,2019.0,21213,130.0,5,Manual,Gris / Plata,27,True,Barcelona
16550,SEAT,17500,Diésel,2016.0,125000,184.0,5,Manual,Rojo,12,True,Cádiz
16551,BMW,29500,Diésel,2013.0,106000,313.0,4,Automático,Azul,35,True,Sevilla
16552,HYUNDAI,12300,Gasolina,2018.0,66477,120.0,5,Manual,Blanco (BLANCO),18,True,Sevilla
16553,CITROEN,14190,Diésel,2018.0,43080,99.0,5,Manual,Blanco (Marfil),37,True,Madrid
16554,OPEL,14250,Diésel,2018.0,106000,170.0,5,Automático,Blanco (MET Pintura metalizada),21,True,Barcelona
16556,FORD,6900,Diésel,2014.0,170000,95.0,5,Manual,Negro,10,True,Cantabria
16557,CITROEN,13900,Diésel,2014.0,94000,115.0,5,Manual,Blanco,27,True,Navarra
16558,VOLKSWAGEN,14400,Diésel,2014.0,128319,150.0,5,Automático,0Q0Q Blanco Puro (especial),33,True,Albacete
16559,ALFA ROMEO,17990,Diésel,2017.0,54500,150.0,4,Manual,Rojo (Rojo Alfa),54,True,Salamanca
16560,SEAT,15500,Diésel,2016.0,99000,150.0,5,Manual,Marrón,9,False,Asturias
16561,LAND-ROVER,59900,Diésel,2018.0,70000,258.0,5,Automático,Gris / Plata (Carpathian Grey Premium Metallic),13,True,Madrid
16563,VOLKSWAGEN,15450,Diésel,2017.0,95000,102.0,4,Manual,Blanco (MFP02 Blanco),10,True,Madrid
16564,RENAULT,15500,Diésel,2017.0,56144,110.0,4,Manual,Blanco,5,True,Las Palmas
16565,PEUGEOT,10890,Diésel,2016.0,118000,150.0,5,Manual,Blanco,12,True,Madrid
16566,HONDA,4950,Gasolina,2005.0,78500,83.0,5,Manual,Gris / Plata,13,True,Lleida
16567,CITROEN,11500,Gasolina,2017.0,31428,115.0,4,Manual,Marrón (0MM0 Pintura Metalizada),28,True,Madrid
16568,PEUGEOT,10912,Gasolina,2016.0,82896,130.0,5,Manual,Negro,19,True,Madrid
16569,SEAT,13500,Gasolina,2019.0,38700,115.0,5,Manual,Blanco,30,True,Pontevedra
16571,KIA,22500,Diésel,2017.0,9985,141.0,5,Manual,Blanco,10,True,Cáceres
16572,AUDI,24500,Gasolina,2018.0,28371,150.0,5,Automático,Blanco,21,True,Barcelona
16575,CITROEN,14600,Diésel,2019.0,22055,99.0,5,Manual,Naranja,19,True,Sevilla
16576,RENAULT,9490,Diésel,2013.0,120000,130.0,5,Manual,Marrón,20,True,Madrid
16577,MERCEDES-BENZ,18990,Diésel,2016.0,87760,136.0,5,Manual,Gris / Plata,15,True,Pontevedra
16578,FORD,1680,Gasolina,2005.0,95000,70.0,3,Manual,Azul,10,True,Sevilla
16579,PEUGEOT,11900,Híbrido,2014.0,121352,200.0,5,Automático,Marrón,20,True,Valladolid
